State,Program/Opportunity Name,"Grade Levels
(Key: 0 - K and under, 13 - over high school)",,Eligibility Requirements,Cost/Funding,Cost/Funding Breakdown,,,,Deadlines,Deadlines,,Website/Link,Category (Type of Opportunity),"Field (Area of Focus)
Original",Delivery Context (Where Offered),Notes,,,,,,,,,,,,,,,,
USA,Ladder Internships,9,12,Must be able to commit 10–20 hours/week for 8–12 weeks; selective admissions process with application and interview,"Estimated tuition: $1,500–$2,500; need-based financial aid available",2000.00,Y,Y,,"varies (Jan, May, Fall, Nov)",Seasonal,,ladderinternships.com,Academic Program,Technology / Coding,Outside School,"work closely with founders and Ladder Coaches; projects include building AI models, business plans, and go-to-market strategies; strong emphasis on college readiness and real-world experience",,,,,,,,,,,,,,,,
USA,Scripps USA Spelling Bee,0,8,Must attend a participating school.,Fee-based ($199 per school).,199.00,Y,N,,"Enrollment begins August 19, 2025.",,August,https://spellingbee.com/,Competition,Arts & Humanities,At School,An annual competition that begins at the school level and is a major USA event.,,,,,,,,,,,,,,,,
USA,Scripps USA Spelling bee (USA program,1,8,"School Paid registration fee
Student placed at regional bee
Student registers for USAs","Non-profit
School Paid ",,N,,School-funded,Jan 30th,,January,https://spellingbee.com/,Competition,"Speaking
Academic Decathalon",Off Site ,,,,,,,,,,,,,,,,,
USA,The Congressional Award,9,13,"Open to all youth; set goals in Voluntary Public Service, Personal Development, Physical Fitness, and Expedition/Exploration.",Registration fee is $30.,30.00,Y,N,,Participants work at their own pace.,,,https://www.congressionalaward.org/,Competition,Multidisciplinary,Outside School,Non-partarian honor from the U.S. Congress for setting and achieving goals.,,,,,,,,,,,,,,,,
USA,TRIO Student Support Services,11,13,"U.S. citizen or permanent resident, have an academic need, and meet at least one of these three criteria: come from a low-income household, be a first-generation college student (neither parent has a four-year degree), or have a documented disability.",Free,,N,,,Varies,Varies,,https://www.ed.gov/grants-and-programs/grants-higher-education/federal-trio-programs/student-support-services-program,Academic Program,Multidisciplinary,Outside School,"Through a grant competition, funds are awarded to institutions of higher education to provide opportunities for academic development, assist students with basic college requirements, and to motivate students toward the successful completion of their postsecondary education. ",,,,,,,,,,,,,,,,
USA,Twist (Target Women in Science and Technology) Award,9,12,TBD,TBD,,,,,TBD,,,TBD,,TBD,TBD,,,,,,,,,,,,,,,,,
USA,U.S. Presidential Scholars Program,9,12,score exceptionally well on either the SAT of the College Board or the ACT ,Free(no entry fee).,,N,,,February 26,,February,https://www.ed.gov/grants-and-programs/recognition-programs/us-presidential-scholars-program,Competition,English and math,Through School,,,,,,,,,,,,,,,,,
USA,USA Biology Olympiad,9,12,No requirement,$100 per participating school,100.00,Y,N,,8-Nov,,November,https://www.usabo-trc.org/,Competition,Science,Outside School,,,,,,,,,,,,,,,,,
USA,USA History Day (NHD),6,12,Individual or team; school/affiliate participation,Varies by state; nonprofit; travel costs vary,Varies,Y,N,Privately-funded,Theme announced early fall; contests spring,Spring,,https://nhd.org/,Competition,Arts,At School,Research-based historical projects; state & USA levels,,,,,,,,,,,,,,,,
USA,USA Honor Society (NHS),10,12,"GPA 3.0+, leadership, service, character; school chapter",Membership fee (school-based),,Y,N,,Rolling (chapter-based),Rolling Admission,,https://www.nhs.us/,Club,Leadership / Business,At School,USAly recognized leadership & service program,,,,,,,,,,,,,,,,
USA,USA Mathematics Bee,0,8,Students in 8th grade and younger.,"Fee-based ($20 per qualifying exam, $135 for USA Championships).",155.00,Y,N,,USA Championships registration opens November.,,November,https://www.iacompetitions.com/math/,Competition,Math,"At School, Outside School",Individual buzzer-based quiz competition with a multiple-choice USA Qualifying Exam.,,,,,,,,,,,,,,,,
USA,USA Merit Scholarship,11,12,High PSAT score,Scholarship money,,,,,October PSAT,,October,https://www.USAmerit.org,Scholarship,Multidisciplinary,Through School,USA test scholarship,,,,,,,,,,,,,,,,
USA,USA Merit Scholarship Program,11,12,High academic achievement,Free,,N,,,Fall,Fall,,https://www.USAmerit.org/,Scholarship,Academic,Outside School,"Prestigious USA scholarship; includes PSAT/NMSQT qualification, semifinalist and finalist stages; provides recognition, scholarship funding, and college opportunities",,,,,,,,,,,,,,,,
USA,USA Merit Scholarship Program (USA),11,11,PSAT/NMSQT score,Free (for initial eligibility),,N,,,PSAT Test Date (Oct),,October,https://www.USAmerit.org/,Scholarship,,,,,,,,,,,,,,,,,,,
USA,USA Youth Science Camp (NYSCamp),9,12,Each state sends two delegates (for instance) selected competitively; must be U.S. citizens/residents; selection via merit; excellent academic record.,"Free for delegates: travel, lodging, food, programming provided.",,N,,,Annual; selection happens in spring; term in summer.,Spring,,https://www.nyscamp.org,Academic Program,Multidisciplinary,Outside School,This is a highly selective residential STEM?honors camp. Great prestige; includes outdoor adventure + STEM programming.,,,,,,,,,,,,,,,,
USA,VFW Voice of Democracy (USA),9,12,Essay submission,Free,,N,,,October 31,,October,LinktoVFWVOD,Competition,,,,,,,,,,,,,,,,,,,
Utah,Campus Camps – University of Utah,0,12,Open to all,Varies,Varies,Y,N,,Summer,Summer,,https://continue.utah.edu/youth,Academic Program,STEM,Through School,"Hands-on STEM workshops; includes labs, coding, and experiments; students develop problem-solving and collaboration skills; designed to promote interest in science and technology careers",,,,,,,,,,,,,,,,
Utah,Club U - University of Utah,0,12,Open to all,Varies,Varies,Y,N,,Summer,Summer,,https://continue.utah.edu/youth,Academic Program,Multidisciplinary,Through School,"Summer programs offering multiple courses; includes STEM, arts, and leadership workshops; fosters curiosity, creativity, and academic enrichment; provides mentorship and exposure to university settings",,,,,,,,,,,,,,,,
Utah,Governor's Youth Education Program,6,12,Residency Utah,Free,,N,,,Varies,Varies,,https://www.utah.gov/governor/youth-programs.html,Academic Program,Leadership,Through School,"State-sponsored leadership program; includes mentorship, community service, and project development; designed to build leadership, civic engagement, and real-world skills",,,,,,,,,,,,,,,,
Utah,STEM Utah Camp,6,12,Open to all,Free,,N,,,Summer,Summer,,https://www.stemutah.org/,Academic Program,STEM,Outside School,"STEM exploration camp; includes hands-on projects, mentorship, and team challenges; designed to promote interest in STEM careers and collaborative problem-solving",,,,,,,,,,,,,,,,
Utah,Utah Arts Festival Youth Program,6,12,Open to all,Free,,N,,,May,,May,https://www.uaf.org/,Academic Program,Arts,Outside School,"Art workshops and exhibits; includes mentoring, studio work, and public showcases; fosters creativity, artistic skills, and community engagement",,,,,,,,,,,,,,,,
Utah,Utah High School Mock Trial,9,12,Open to all,Free,,N,,,Jan-March,,March,https://www.utahbar.org/education/mock-trial/,Competition,Leadership,Through School,"Students simulate legal trials; includes coaching, practice sessions, and courtroom competition; develops leadership, public speaking, critical thinking, and teamwork skills",,,,,,,,,,,,,,,,
Utah,Utah State Science Olympiad,6,12,Open to all,Free,,N,,,Spring,Spring,,https://www.utahscienceolympiad.org/,Competition,STEM,Through School,"State-level STEM competition; includes team challenges in biology, physics, engineering, and technology; encourages collaboration, critical thinking, and competitive skill-building",,,,,,,,,,,,,,,,
Utah,Utah Student Volunteering,6,12,Open to all,Free,,N,,,Rolling,Rolling Admission,,https://volunteer.utah.gov/,Volunteer/Service,Multidisciplinary,Outside School,"Students assist with community service projects; includes patient transport, clerical work, event support; program fosters responsibility, empathy, and career exposure",,,,,,,,,,,,,,,,
Vermont,802 Opportunity,0,12,"Vermont residency, high school diploma, household income of $100,00 or less","Free tuition, must pay for textbooks",,N,,,August 6th,,August,https://ccv.edu/financial/802-opportunity-tuition-free-college-for-vermonters,Other,Multidisciplinary,Outside School,"Through 802 Opportunity, Vermonters with a family income of $100,000 or less can attend Community College of Vermont tuition-free.",,,,,,,,,,,,,,,,
Vermont,Early College Program (ECP),12,12,"Vermont residency, high school enrollment","Free tuition, must pay for textbooks",,N,,,August 6th,,August,https://education.vermont.gov/student-learning/flexible-pathways/early-college,Academic Program,Multidisciplinary,At School,Allows eligible 12th grade students to enroll full-time for one academic year at one of the participating and approved higher education institutions (VTSU and CCV),,,,,,,,,,,,,,,,
Vermont,Flexible Pathways Initiative (Act 77),7,12,"Vermont residency, high school enrollment, school approval",Varies,Varies,Y,N,,April 1st or November 30th,Seasonal,,https://www.vermontfamilynetwork.org/what-we-do/family-support/transition-to-adulthood-toolkit/flexible-pathways-act-77-dual-enrollment,Academic Program,Multidisciplinary,At School,"Provides students with personalized routes to success that go beyond traditional linear paths, incorporating various formal and non-formal learning opportunities to align with individual goals, skills, and interests.",,,,,,,,,,,,,,,,
Vermont,SUCCEED Program,12,13,"18-25 years old, eligible for adult developmental services, qualify for Medicaid Waiver funding, and not have their college tuition, room, and board covered by Medicaid Waiver funds.","College course tuition, room and board",,Y,N,,Varies,Varies,,https://howardcenter.org/developmental-services/succeed,Academic Program,Multidisciplinary,Outside School,"An innovative post-secondary education and independent living program for students with intellectual disabilities and autism, provided by Howard Center in collaboration with area colleges and universities.",,,,,,,,,,,,,,,,
Vermont,Talent Search,7,12,"attend a VSAC-partnered school, express motivation for postsecondary education, meet federal low-income guidelines, and often be a potential first-generation college student",Free,,N,,,N/A,,,https://www.vsac.org/about/our-outreach-programs/talent-search,Other,Multidisciplinary,Outside School,"The VSAC Talent Search program helps students to explore career and postsecondary education options, to succeed in and to graduate from high school, and to enroll in education programs after high school.",,,,,,,,,,,,,,,,
Vermont,Upward Bound,9,12,Neither parent has completed a bachelor's degree or the family is low to moderate income.,Free,,N,,,N/A,,,https://www.castleton.edu/directory/offices-services-directory/upward-bound,Academic Program,Multidisciplinary,Outside School,"Upward Bound is a federally funded TRIO program that offers challenging pre-college experiences to students of high academic ability with a goal of completing a four-year college degree. Its goal is to generate skills and motivation necessary for success in high school and college through an academic year program with weekly and monthly individual and group meetings, and an intensive six-week summer residential program that includes credited college coursework.",,,,,,,,,,,,,,,,
Vermont,Vermont Career Technical Education (CTE),10,12,"Vermont residency, 11th grade, no high school diploma",Free,,N,,,March,,March,https://vermontcte.com,Academic Program,Technology / Coding,Outside School,"Prepares students for college and future careers through real-world experience, practical applications, mentoring and networking. Students also have the opportunity to earn free college credits and industry-recognized credentials in their focused program of study.",,,,,,,,,,,,,,,,
Vermont,VSAC GEAR UP (Gaining Early Awareness and Readiness for Undergraduate Programming),6,12,"grades 6-12 and meet one or more of several criteria: being eligible for Free and Reduced-Price Lunch, being a first-generation college student, being an English language learner, experiencing homelessness or foster care, or having an incarcerated parent. ",Free,,N,,,Varies,Varies,,https://www.vsac.org/about/our-outreach-programs/gear-up,Other,Multidisciplinary,Outside School,"VSAC GEAR UP Outreach counselors provide individual, small group, and whole grade meetings in support of students’ college and career goals.",,,,,,,,,,,,,,,,
Virginia,Community Knights,0,12,None,Free,,N,,,Not Public,,,https://communityknights.org,Volunteer/Service,Leadership / Business,Outside School,Supporting and including high school students with intellectual and developmental disabilities in our community through facilitating access to employment.,,,,,,,,,,,,,,,,
